learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
100000.0,67.765625,77.0989990234375,-1.753101565150751E-11,100000.0,1.7108501581943472,2.3204906430221865,0.39491050158341534,0.42929885014350344,0.8157024972654658,0.815682222107146,100000.0,-1.0,100.0,99995.59000000001,306.68020704626394,-1.0,0.0,938.1899999999999,22.841436297247423
