learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
100000.0,62.625,199.4810028076172,-1.620113228758176E-11,100000.0,1.3680265842535342,1.8241060739185533,0.31577754602261265,0.3374659761838687,0.8861167149182686,0.8861041862534699,100000.0,-1.0,10.0,99860.20000000001,231.09247788132856,0.0,0.0
