learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
40768.0,23.629754145,24.999000549316406,0.0,40768.0,1.667251609695735,2.128812865796966,0.41008822617131,0.4258908337731083,0.8186169977080466,0.8185680426333285,40768.0,0.0,100.0,40761.02,227.36452198745877,0.0,0.0,366.6600000000001,10.98871781382702
