learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
100000.0,53.640625,59.242000579833984,-1.3876868049717611E-11,100000.0,1.768637535692404,2.2767469524125934,0.4366773954240346,0.4572776232947537,0.7908971752339014,0.7908741711626885,100000.0,-1.0,100.0,99959.81,310.94806786518404,-1.0,0.0,902.9200000000002,18.572098112028932
