learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
100000.0,52.625,58.073001861572266,-1.36141251358721E-11,100000.0,1.755970000551447,2.258915350125655,0.43287927579774077,0.45347740271139536,0.794358245230127,0.7943356219223053,100000.0,-1.0,100.0,99995.59000000001,306.68020704626394,-1.0,0.0,896.14,16.66425437087941
