dataset,method,boosting_iterations,mean_error,sqrt_mean_bias,sqrt_mean_var
FriedmanLea,BagB,5,6.6515272320608485,2.2469946144930266,1.2659156506261315
FriedmanLea,BagB,10,6.768283501185493,2.2041179836056437,1.3820808281470676
FriedmanLea,BagB,15,6.994581853370072,2.209361952546897,1.4537199235094203
FriedmanLea,BagB,20,7.154315403203491,2.2131149585995686,1.502144328360734
FriedmanLea,BagB,25,7.261856653970942,2.2162681343864854,1.5329749542878999
FriedmanLea,BagB,30,7.331151011930595,2.217364571107844,1.553848567501454
FriedmanLea,BagB,35,7.37959901647898,2.21872314052427,1.5674395178701797
FriedmanLea,BagB,40,7.416842988054638,2.2204419961156106,1.5768577392842897
FriedmanLea,BagB,45,7.436437145584935,2.220526118419234,1.582940587325672
FriedmanLea,BagB,50,7.487299570497406,2.2258589933743136,1.5914934219506203
FriedmanLea,BagB,55,7.451203374659866,2.2203447365409357,1.587851575423481
FriedmanLea,BagB,60,7.425287177261444,2.211082620217625,1.5926081827722116
FriedmanLea,BagB,65,7.553981608293247,2.223839667414117,1.6150909392132429
FriedmanLea,BagB,70,7.31657421153467,2.2084087596669844,1.5618914692643668
FriedmanLea,BagB,75,7.44164012223194,2.2180142166077266,1.5880973072069458
FriedmanLea,BagB,80,7.316239662440798,2.2030235976953993,1.5693714316368885
FriedmanLea,BagB,85,7.484814805047205,2.2286294677704257,1.5868287558626213
FriedmanLea,BagB,90,7.473711688335028,2.219163363553642,1.5965668336140253
FriedmanLea,BagB,95,7.418016001295783,2.226728424916612,1.5683419662064024
FriedmanLea,BagB,100,7.542763998752699,2.234355647362964,1.5970030807264992
