learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
200000.0,1261.228011911,1353.7509765625,0.0,200000.0,17.11039762145805,23.91961159884778,0.6383772627967474,0.6585912765872967,0.566257530403115,0.5660796221586588,200000.0,0.0,100.0,200027.65999999997,445.7779992849162,0.0,0.0,1164.7299999999996,26.676458429548607
