learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
13750.0,13.421875,18.5,-3.4722486614353126E-12,13750.0,0.03906902639845134,0.05560112390465524,0.45113051892373934,0.49068856132189603,0.7592247357878479,0.7585045880031456,13750.0,-1.0,10.0,13755.9,139.3552215662469,0.0,0.0
