learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
17379.0,4.15625,4.339000225067139,-1.0752248474293286E-12,17379.0,49.2472504034501,77.7469060951018,0.3736418367371913,0.4286051719493892,0.8162976065782346,0.8161600810317627,17379.0,-1.0,100.0,17408.120000000003,124.54566157912443,-1.0,0.0,117.48000000000003,13.007752156372602
