learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
40768.0,29.510416205,58.12099838256836,0.0,40768.0,1.253329296431158,1.6236563530938755,0.3082771580444223,0.32482909563836987,0.8944860586267588,0.8944575805289301,40768.0,0.0,10.0,40697.4,118.9576955616296,0.0,0.0
