learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
13750.0,9.450857998,10.031999588012695,0.0,13750.0,0.04785652844664485,0.0698462434634993,0.5525999110353919,0.6164039557476255,0.6200461633386793,0.6189097388199228,13750.0,0.0,100.0,13726.1,124.31415889193848,0.0,0.0,72.95,7.760785912508989
