learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
100000.0,717.143977325,1227.5479736328125,0.0,100000.0,17.84109695903581,25.313189846085645,0.6466303195122208,0.6468234998102427,0.581619360093229,0.581280193658428,100000.0,0.0,10.0,100103.1,362.28670353127274,0.0,0.0
