learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
3100666.0,5229.802818087,9147.8134765625,0.0,3100666.0,7.9845276488361705,25.745349828270932,0.08243818272131437,0.16333087646775535,0.9733230247922748,0.9733229129446126,3100666.0,0.0,10.0,3100501.9000000004,1447.9431733785234,0.0,0.0
