learning evaluation instances,evaluation time (cpu seconds),evaluation time (wall) (seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,relative mean absolute error,relative root mean squared error,coefficient of determination,adjusted coefficient of determination,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (leaves),[err] tree size (leaves)
100000.0,582.405089467,613.572998046875,0.0,100000.0,18.951690199909155,26.15476165872609,0.6868825116191828,0.6683280367138728,0.5533376353421804,0.5529755419101934,100000.0,0.0,100.0,99995.59000000001,306.68020704626394,0.0,0.0,613.5599999999998,20.086841765723467
