dataset,method,boosting_iterations,mean_error,sqrt_mean_bias,sqrt_mean_var
elevators,BagB,5,1.5206252492812807e-05,0.0033728927494111197,0.001956999487425254
elevators,BagB,10,1.4472829525316597e-05,0.0031681366305876587,0.0021061196108590964
elevators,BagB,15,1.4471067886907466e-05,0.0030989716203934084,0.0022062281801535663
elevators,BagB,20,1.4569875450707193e-05,0.003064422045737611,0.0022757840355149056
elevators,BagB,25,1.4712068301319127e-05,0.0030487354188138745,0.0023275052411087967
elevators,BagB,30,1.4857050256649303e-05,0.003042669243513094,0.002366265862330089
elevators,BagB,35,1.4981506888315033e-05,0.003040205868548865,0.002395549032091824
elevators,BagB,40,1.5068161450759802e-05,0.0030397271740502645,0.002414170697796698
elevators,BagB,45,1.5125771356116994e-05,0.003038542248494437,0.002427556870648218
elevators,BagB,50,1.5213063600700562e-05,0.0030408432359917475,0.002442608444844118
elevators,BagB,55,1.526758503501113e-05,0.0030426842610321034,0.002451460283724509
elevators,BagB,60,1.530074551375036e-05,0.003043624717613349,0.002457049875782627
elevators,BagB,65,1.532251542211051e-05,0.0030440455896087425,0.0024609554791775643
elevators,BagB,70,1.533660322231544e-05,0.0030439117171973604,0.0024639814691316273
elevators,BagB,75,1.5343801339923957e-05,0.003044036019532597,0.0024652882289322884
elevators,BagB,80,1.535190884321407e-05,0.003044465809670659,0.002466401584689818
elevators,BagB,85,1.535233467640074e-05,0.003044155785490873,0.0024668705337052427
elevators,BagB,90,1.5356926882416085e-05,0.0030442162418963703,0.002467726555960045
elevators,BagB,95,1.536159391427372e-05,0.0030448035034384246,0.002467947637151732
elevators,BagB,100,1.536619172248371e-05,0.0030449822202657947,0.002468658542761413
